Date,open,high,low,close,volume
2026-06-02,2307.34897134468,2443.9996279549005,2303.569644295269,2433.556884765625,11306127
2026-06-03,2379.9508308808004,2379.9508308808004,2212.6680838914085,2229.475830078125,15660062
2026-06-04,2229.4759194813155,2240.8139007540485,2204.5129359355733,2228.77978515625,4867263
2026-06-05,2250.560184151513,2259.4117976453776,2180.0469028924485,2186.9091796875,5019717
2026-06-08,2158.1668832997775,2165.128711955583,2131.6125282744956,2139.668212890625,6536734
2026-06-09,2162.145087858845,2162.145087858845,2121.169801728995,2139.2705078125,4148655
2026-06-10,2139.568864676436,2168.907999188303,2133.1043096144995,2142.154541015625,2848650
2026-06-11,2115.4013888441136,2142.8509821277357,2098.494090484758,2123.95458984375,3079815
2026-06-12,2138.276030955957,2156.177876796519,2126.3414670622496,2149.61376953125,2124656
2026-06-15,2180.046856932239,2180.046856932239,2147.525221086398,2150.21044921875,3337083
2026-06-16,2155.183285992923,2196.954258771743,2148.818282502735,2187.0087890625,3079898
2026-06-17,2196.9542720106556,2218.8343055028395,2188.6994835403766,2210.8779296875,2865010
2026-06-18,2196.9542695909468,2201.927004470057,2170.101501243751,2191.285400390625,3735188
2026-06-19,2093.521413717831,2126.341464384191,2048.6672473500757,2113.412353515625,13286502
2026-06-22,2120.5729308842238,2145.237743488044,2109.434053749718,2116.197021484375,4566101
2026-06-23,2099.4885101234904,2102.4721508294924,2043.7938836114508,2048.368896484375,6392736
2026-06-24,2049.7612582514666,2109.1356624395376,2049.7612582514666,2097.49951171875,4747277
2026-06-25,2121.965363861958,2136.78401555451,2076.61392807904,2083.27734375,4738903
2026-06-26,2083.27734375,2083.27734375,2083.27734375,2083.27734375,0
2026-06-29,2078.6031371123327,2093.521341445675,2059.706744956766,2086.4599609375,3412470
2026-06-30,2078.60311543387,2092.8251853118586,2007.791421498655,2020.422119140625,6848411
2026-07-01,2028.776408877907,2040.8104030555382,1966.0205187179013,1971.788818359375,4658295
2026-07-02,1997.0503819057583,2065.5745732846704,1991.580373389582,2056.82275390625,6040621
2026-07-03,2088.5485393778363,2105.0581154318793,2073.6303355251375,2082.083984375,4028819
2026-07-06,2078.6031065753987,2081.5867473982344,2039.4180542258837,2046.3798828125,2567386
2026-07-07,2038.8212111731864,2111.124724588052,2037.8266642409067,2084.669921875,4769048
2026-07-08,2082.5813599967723,2098.1956989000228,2037.6278854106638,2046.2803955078125,3666985
2026-07-09,2046.280350211656,2053.7394523387943,2005.006651774823,2038.323974609375,3791498
2026-07-10,2093.7200783959847,2121.666943317309,2053.341620075063,2057.717529296875,6714551
2026-07-13,2063.684994131224,2192.8765503750355,2053.8390761022306,2169.604248046875,12382622
2026-07-14,2170.996422535663,2215.850586742918,2167.1177865856457,2188.60009765625,9546290
2026-07-15,2174.10009765625,2202.89990234375,2145.39990234375,2189.199951171875,5426489
2026-07-16,2206.0,2231.39990234375,2187.800048828125,2201.0,5197595
2026-07-17,2224.800048828125,2275.0,2215.10009765625,2269.0,5615138
2026-07-20,2280.10009765625,2283.39990234375,2245.10009765625,2251.10009765625,2202693
2026-07-21,2245.10009765625,2259.89990234375,2218.5,2221.10009765625,2382160
2026-07-22,2216.0,2226.800048828125,2201.0,2208.300048828125,1599665
2026-07-23,2204.0,2250.0,2193.60009765625,2242.89990234375,2503539
2026-07-24,2205.10009765625,2264.300048828125,2205.10009765625,2254.300048828125,3211699
2026-07-27,2286.0,2315.0,2272.39990234375,2295.60009765625,4007292
2026-07-28,2325.0,2417.39990234375,2323.0,2398.0,8248513
2026-07-29,2440.0,2475.5,2415.10009765625,2446.60009765625,7169419
2026-07-30,2440.0,2495.0,2423.0,2431.800048828125,4901582
2026-07-31,2385.0,2391.0,2326.10009765625,2365.60009765625,4343683
2026-08-03,2383.89990234375,2473.699951171875,2383.0,2473.699951171875,3036839
2026-08-04,2463.10009765625,2467.39990234375,2435.10009765625,2460.0,2792792
2026-08-05,2460.0,2460.89990234375,2408.0,2413.0,3014409
2026-08-06,2417.0,2434.5,2368.5,2373.0,2729141
2026-08-07,2375.0,2457.699951171875,2375.0,2452.699951171875,4547979
2026-08-10,2452.699951171875,2472.89990234375,2423.5,2425.699951171875,2322023
2026-08-11,2438.0,2456.60009765625,2428.0,2445.699951171875,1514105
2026-08-12,2445.699951171875,2445.800048828125,2300.10009765625,2349.699951171875,7022647
2026-08-13,2349.699951171875,2375.0,2332.300048828125,2375.0,2123494
2026-08-14,2375.10009765625,2390.0,2333.39990234375,2361.0,2232160
2026-08-17,2351.0,2361.10009765625,2310.60009765625,2313.199951171875,2237636
2026-08-18,2300.0,2307.0,2280.0,2280.0,1797822
2026-08-19,2293.60009765625,2308.199951171875,2258.300048828125,2289.0,3368922
2026-08-20,2319.39990234375,2329.0,2288.10009765625,2298.0,2047848
2026-08-21,2290.10009765625,2307.199951171875,2263.300048828125,2302.0,2066749
2026-08-24,2302.39990234375,2321.60009765625,2279.5,2284.10009765625,1542723
2026-08-25,2305.0,2313.5,2262.0,2296.199951171875,3041609
2026-08-26,2305.10009765625,2306.300048828125,2266.39990234375,2270.0,1660737
2026-08-27,2270.0,2283.60009765625,2243.89990234375,2248.39990234375,1709113
2026-08-28,2272.0,2348.5,2263.300048828125,2342.0,4054069
2026-08-31,2342.0,2399.300048828125,2306.199951171875,2399.300048828125,2905846
2026-09-01,2355.0,2372.0,2325.0,2369.0,2678034
2026-09-02,2347.89990234375,2363.0,2303.5,2348.0,2533005
2026-09-03,2353.60009765625,2353.60009765625,2316.10009765625,2320.10009765625,1892786
2026-09-04,2330.0,2363.89990234375,2302.39990234375,2304.0,2564322
